Entity,Day,Cumulative excess deaths (central estimate),"Cumulative excess deaths (95% CI, lower bound)","Cumulative excess deaths (95% CI, upper bound)",Total confirmed deaths due to COVID-19
Bangladesh,2023-10-27,,,,29477
Bangladesh,2023-10-28,,,,29477
Bangladesh,2023-10-29,,,,29477
Bangladesh,2023-10-30,740710,315958.1,1055650.8,29477
Bangladesh,2023-10-31,,,,29477
Bangladesh,2023-11-01,,,,29477
Bangladesh,2023-11-02,,,,29477
Bangladesh,2023-11-03,,,,29477
Bangladesh,2023-11-04,,,,29477
Bangladesh,2023-11-05,,,,29477
Bangladesh,2023-11-06,744815.06,317872.47,1064188.5,29477
Bangladesh,2023-11-07,,,,29477
Bangladesh,2023-11-08,,,,29477
Bangladesh,2023-11-09,,,,29477
Bangladesh,2023-11-10,,,,29477
Bangladesh,2023-11-11,,,,29477
Bangladesh,2023-11-12,,,,29477
Bangladesh,2023-11-13,748919.5,319808.16,1072685.5,29477
Bangladesh,2023-11-14,,,,29477
Bangladesh,2023-11-15,,,,29477
Bangladesh,2023-11-16,,,,29477
Bangladesh,2023-11-17,,,,29477
Bangladesh,2023-11-18,,,,29477
Bangladesh,2023-11-19,,,,29477
Bangladesh,2023-11-20,753076.25,321490.03,1078030.9,29477
Bangladesh,2023-11-21,,,,29477
Bangladesh,2023-11-22,,,,29477
Bangladesh,2023-11-23,,,,29477
Bangladesh,2023-11-24,,,,29477
Bangladesh,2023-11-25,,,,29477
Bangladesh,2023-11-26,,,,29477
Bangladesh,2023-11-27,757233,321176.4,1087036.4,29477
Bangladesh,2023-11-28,,,,29477
Bangladesh,2023-11-29,,,,29477
Bangladesh,2023-11-30,,,,29477
Bangladesh,2023-12-01,,,,29477
Bangladesh,2023-12-02,,,,29477
Bangladesh,2023-12-03,,,,29477
Bangladesh,2023-12-04,761387.25,320854.5,1098168.1,29477
Bangladesh,2023-12-05,,,,29477
Bangladesh,2023-12-06,,,,29477
Bangladesh,2023-12-07,,,,29477
Bangladesh,2023-12-08,,,,29477
Bangladesh,2023-12-09,,,,29477
Bangladesh,2023-12-10,,,,29477
Bangladesh,2023-12-11,765541.8,320529.47,1106675.8,29477
Bangladesh,2023-12-12,,,,29477
Bangladesh,2023-12-13,,,,29477
Bangladesh,2023-12-14,,,,29477
Bangladesh,2023-12-15,,,,29477
Bangladesh,2023-12-16,,,,29477
Bangladesh,2023-12-17,,,,29477
Bangladesh,2023-12-18,769693.4,320472.06,1115165.2,29477
Bangladesh,2023-12-19,,,,29477
Bangladesh,2023-12-20,,,,29477
Bangladesh,2023-12-21,,,,29477
Bangladesh,2023-12-22,,,,29477
Bangladesh,2023-12-23,,,,29477
Bangladesh,2023-12-24,,,,29477
Bangladesh,2023-12-25,773765.8,320422.62,1123848.1,29477
Bangladesh,2023-12-26,,,,29477
Bangladesh,2023-12-27,,,,29477
Bangladesh,2023-12-28,,,,29477
Bangladesh,2023-12-29,,,,29477
Bangladesh,2023-12-30,,,,29477
Bangladesh,2023-12-31,,,,29477
Bangladesh,2024-01-01,777939.25,320378.75,1132439.5,29477
Bangladesh,2024-01-02,,,,29477
Bangladesh,2024-01-03,,,,29477
Bangladesh,2024-01-04,,,,29477
Bangladesh,2024-01-05,,,,29477
Bangladesh,2024-01-06,,,,29477
Bangladesh,2024-01-07,,,,29477
Bangladesh,2024-01-08,782170.25,320271.97,1141030.9,29477
Bangladesh,2024-01-09,,,,29477
Bangladesh,2024-01-10,,,,29477
Bangladesh,2024-01-11,,,,29478
Bangladesh,2024-01-12,,,,29478
Bangladesh,2024-01-13,,,,29478
Bangladesh,2024-01-14,,,,29479
Bangladesh,2024-01-15,786350.44,320206.9,1149627.2,29479
Bangladesh,2024-01-16,,,,29479
Bangladesh,2024-01-17,,,,29479
Bangladesh,2024-01-18,,,,29479
Bangladesh,2024-01-19,,,,29479
Bangladesh,2024-01-20,,,,29479
Bangladesh,2024-01-21,,,,29480
Bangladesh,2024-01-22,790572.5,320057.4,1158243.1,29481
Bangladesh,2024-01-23,,,,29481
Bangladesh,2024-01-24,,,,29481
Bangladesh,2024-01-25,,,,29481
Bangladesh,2024-01-26,,,,29481
Bangladesh,2024-01-27,,,,29481
Bangladesh,2024-01-28,,,,29481
Bangladesh,2024-01-29,794665.3,319921.22,1166859,29481
Bangladesh,2024-01-30,,,,29482
Bangladesh,2024-01-31,,,,29482
Bangladesh,2024-02-01,,,,29482
Bangladesh,2024-02-02,,,,29482
Bangladesh,2024-02-03,,,,29482
Bangladesh,2024-02-04,,,,29482
Bangladesh,2024-02-05,799444.44,319805.75,1175373.1,29482
Bangladesh,2024-02-06,,,,29482
Bangladesh,2024-02-07,,,,29483
Bangladesh,2024-02-08,,,,29483
Bangladesh,2024-02-09,,,,29483
Bangladesh,2024-02-10,,,,29483
Bangladesh,2024-02-11,,,,29483
Bangladesh,2024-02-12,804201.06,319699.6,1183897.6,29484
Bangladesh,2024-02-13,,,,29484
Bangladesh,2024-02-14,,,,29484
Bangladesh,2024-02-15,,,,29484
Bangladesh,2024-02-16,,,,29485
Bangladesh,2024-02-17,,,,29486
Bangladesh,2024-02-18,,,,29486
Bangladesh,2024-02-19,808970.06,319599.72,1192420.4,29486
Bangladesh,2024-02-20,,,,29486
Bangladesh,2024-02-21,,,,29486
Bangladesh,2024-02-22,,,,29487
Bangladesh,2024-02-23,,,,29488
Bangladesh,2024-02-24,,,,29488
Bangladesh,2024-02-25,,,,29489
Bangladesh,2024-02-26,813073.94,319505.88,1200273.8,29489
Bangladesh,2024-02-27,,,,29489
Bangladesh,2024-02-28,,,,29489
Bangladesh,2024-02-29,,,,29490
Bangladesh,2024-03-01,,,,29491
Bangladesh,2024-03-02,,,,29491
Bangladesh,2024-03-03,,,,29491
Bangladesh,2024-03-04,816956.7,319359.3,1204460.8,29491
Bangladesh,2024-03-05,,,,29491
Bangladesh,2024-03-06,,,,29491
Bangladesh,2024-03-07,,,,29491
Bangladesh,2024-03-08,,,,29492
Bangladesh,2024-03-09,,,,29492
Bangladesh,2024-03-10,,,,29492
Bangladesh,2024-03-11,821566.9,319212.78,1208619.2,29492
Bangladesh,2024-03-12,,,,29492
Bangladesh,2024-03-13,,,,29492
Bangladesh,2024-03-14,,,,29492
Bangladesh,2024-03-15,,,,29492
Bangladesh,2024-03-16,,,,29492
Bangladesh,2024-03-17,,,,29492
Bangladesh,2024-03-18,826219.9,319017.56,1215832.8,29492
Bangladesh,2024-03-19,,,,29493
Bangladesh,2024-03-20,,,,29493
Bangladesh,2024-03-21,,,,29493
Bangladesh,2024-03-22,,,,29493
Bangladesh,2024-03-23,,,,29493
Bangladesh,2024-03-24,,,,29493
Bangladesh,2024-03-25,830871.3,318797.66,1227860.6,29493
Bangladesh,2024-03-26,,,,29493
Bangladesh,2024-03-27,,,,29493
Bangladesh,2024-03-28,,,,29493
Bangladesh,2024-03-29,,,,29493
Bangladesh,2024-03-30,,,,29493
Bangladesh,2024-03-31,,,,29493
Bangladesh,2024-04-01,835236.94,318608.06,1239824,29493
Bangladesh,2024-04-02,,,,29493
Bangladesh,2024-04-03,,,,29493
Bangladesh,2024-04-04,,,,29493
Bangladesh,2024-04-05,,,,29493
Bangladesh,2024-04-06,,,,29493
Bangladesh,2024-04-07,,,,29493
Bangladesh,2024-04-08,840291.1,318389,1251385.8,29493
Bangladesh,2024-04-09,,,,29493
Bangladesh,2024-04-10,,,,29493
Bangladesh,2024-04-11,,,,29493
Bangladesh,2024-04-12,,,,29493
Bangladesh,2024-04-13,,,,29493
Bangladesh,2024-04-14,,,,29493
Bangladesh,2024-04-15,845322.2,317917.7,1259844.9,29493
Bangladesh,2024-04-16,,,,29493
Bangladesh,2024-04-17,,,,29493
Bangladesh,2024-04-18,,,,29494
Bangladesh,2024-04-19,,,,29494
Bangladesh,2024-04-20,,,,29494
Bangladesh,2024-04-21,,,,29494
Bangladesh,2024-04-22,850379.25,317698.62,1268317.5,29494
Bangladesh,2024-04-23,,,,29494
Bangladesh,2024-04-24,,,,29494
Bangladesh,2024-04-25,,,,29494
Bangladesh,2024-04-26,,,,29494
Bangladesh,2024-04-27,,,,29494
Bangladesh,2024-04-28,,,,29494
Bangladesh,2024-04-29,855466.2,317484.56,1276790,29494
Bangladesh,2024-04-30,,,,29494
Bangladesh,2024-05-01,,,,29494
Bangladesh,2024-05-02,,,,29494
Bangladesh,2024-05-03,,,,29494
Bangladesh,2024-05-04,,,,29494
Bangladesh,2024-05-05,,,,29494
Bangladesh,2024-05-06,860560.25,317270.5,1285262.6,29494
Bangladesh,2024-05-07,,,,29494
Bangladesh,2024-05-08,,,,29494
Bangladesh,2024-05-09,,,,29494
Bangladesh,2024-05-10,,,,29494
Bangladesh,2024-05-11,,,,29494
Bangladesh,2024-05-12,,,,29494
Bangladesh,2024-05-13,865613.56,317006.22,1293735.2,29494
Bangladesh,2024-05-14,,,,29494
Bangladesh,2024-05-15,,,,29494
Bangladesh,2024-05-16,,,,29494
Bangladesh,2024-05-17,,,,29494
Bangladesh,2024-05-18,,,,29495
Bangladesh,2024-05-19,,,,29495
Bangladesh,2024-05-20,870665.9,316741.9,1302207.9,29495
Bangladesh,2024-05-21,,,,29495
Bangladesh,2024-05-22,,,,29495
Bangladesh,2024-05-23,,,,29495
Bangladesh,2024-05-24,,,,29495
Bangladesh,2024-05-25,,,,29495
Bangladesh,2024-05-26,,,,29495
Bangladesh,2024-05-27,875787.06,316597.66,1310663.1,29495
Bangladesh,2024-05-28,,,,29495
Bangladesh,2024-05-29,,,,29495
Bangladesh,2024-05-30,,,,29495
Bangladesh,2024-05-31,,,,29495
Bangladesh,2024-06-01,,,,29495
Bangladesh,2024-06-02,,,,29495
Bangladesh,2024-06-03,880552.06,316107.53,1319276.4,29495
Bangladesh,2024-06-04,,,,29495
Bangladesh,2024-06-05,,,,29495
Bangladesh,2024-06-06,,,,29495
Bangladesh,2024-06-07,,,,29495
Bangladesh,2024-06-08,,,,29495
Bangladesh,2024-06-09,,,,29495
Bangladesh,2024-06-10,885720.4,315753.72,1329050.4,29495
Bangladesh,2024-06-11,,,,29495
Bangladesh,2024-06-12,,,,29495
Bangladesh,2024-06-13,,,,29495
Bangladesh,2024-06-14,,,,29495
Bangladesh,2024-06-15,,,,29496
Bangladesh,2024-06-16,,,,29496
Bangladesh,2024-06-17,887286.75,316019.47,1336376.8,29496
Bangladesh,2024-06-18,,,,29496
Bangladesh,2024-06-19,,,,29496
Bangladesh,2024-06-20,,,,29497
Bangladesh,2024-06-21,,,,29497
Bangladesh,2024-06-22,,,,29497
Bangladesh,2024-06-23,,,,29497
Bangladesh,2024-06-24,,,,29497
Bangladesh,2024-06-25,,,,29497
Bangladesh,2024-06-26,,,,29497
Bangladesh,2024-06-27,,,,29497
Bangladesh,2024-06-28,,,,29498
Bangladesh,2024-06-29,,,,29498
Bangladesh,2024-06-30,,,,29498
Bangladesh,2024-07-01,,,,29498
Bangladesh,2024-07-02,,,,29498
Bangladesh,2024-07-03,,,,29498
Bangladesh,2024-07-04,,,,29498
Bangladesh,2024-07-05,,,,29498
Bangladesh,2024-07-06,,,,29498
Bangladesh,2024-07-07,,,,29498
Bangladesh,2024-07-08,,,,29498
Bangladesh,2024-07-09,,,,29498
Bangladesh,2024-07-10,,,,29498
Bangladesh,2024-07-11,,,,29498
Bangladesh,2024-07-12,,,,29498
Bangladesh,2024-07-13,,,,29498
Bangladesh,2024-07-14,,,,29498
Bangladesh,2024-07-15,,,,29498
Bangladesh,2024-07-16,,,,29498
Bangladesh,2024-07-17,,,,29498
Bangladesh,2024-07-18,,,,29498
Bangladesh,2024-07-19,,,,29498
Bangladesh,2024-07-20,,,,29498
Bangladesh,2024-07-21,,,,29498
Bangladesh,2024-07-22,,,,29498
Bangladesh,2024-07-23,,,,29498
Bangladesh,2024-07-24,,,,29498
Bangladesh,2024-07-25,,,,29498
Bangladesh,2024-07-26,,,,29499
Bangladesh,2024-07-27,,,,29499
Bangladesh,2024-07-28,,,,29499
Bangladesh,2024-07-29,,,,29499
Bangladesh,2024-07-30,,,,29499
Bangladesh,2024-07-31,,,,29499
Bangladesh,2024-08-01,,,,29499
Bangladesh,2024-08-02,,,,29499
Bangladesh,2024-08-03,,,,29499
Bangladesh,2024-08-04,,,,29499
Bangladesh,2024-08-05,,,,29499
Bangladesh,2024-08-06,,,,29499
Bangladesh,2024-08-07,,,,29499
Bangladesh,2024-08-08,,,,29499
Bangladesh,2024-08-09,,,,29499
Bangladesh,2024-08-10,,,,29499
Bangladesh,2024-08-11,,,,29499
Bangladesh,2024-08-12,,,,29499
Bangladesh,2024-08-13,,,,29499
Bangladesh,2024-08-14,,,,29499
Bangladesh,2024-08-15,,,,29499
Bangladesh,2024-08-16,,,,29499
Bangladesh,2024-08-17,,,,29499
Bangladesh,2024-08-18,,,,29499
Bangladesh,2024-08-19,,,,29499
Bangladesh,2024-08-20,,,,29499
Bangladesh,2024-08-21,,,,29499
Bangladesh,2024-08-22,,,,29499
Bangladesh,2024-08-23,,,,29499
Bangladesh,2024-08-24,,,,29499
Bangladesh,2024-08-25,,,,29499
Bangladesh,2024-08-26,,,,29499
Bangladesh,2024-08-27,,,,29499
Bangladesh,2024-08-28,,,,29499
Bangladesh,2024-08-29,,,,29499
Bangladesh,2024-08-30,,,,29499
Bangladesh,2024-08-31,,,,29499
Bangladesh,2024-09-01,,,,29499
Bangladesh,2024-09-02,,,,29499
Bangladesh,2024-09-03,,,,29499
Bangladesh,2024-09-04,,,,29499
Bangladesh,2024-09-05,,,,29499
Bangladesh,2024-09-06,,,,29499
Bangladesh,2024-09-07,,,,29499
Bangladesh,2024-09-08,,,,29499
Bangladesh,2024-09-09,,,,29499
Bangladesh,2024-09-10,,,,29499
Bangladesh,2024-09-11,,,,29499
Bangladesh,2024-09-12,,,,29499
Bangladesh,2024-09-13,,,,29499
Bangladesh,2024-09-14,,,,29499
Bangladesh,2024-09-15,,,,29499
Bangladesh,2024-09-16,,,,29499
Bangladesh,2024-09-17,,,,29499
Bangladesh,2024-09-18,,,,29499
Bangladesh,2024-09-19,,,,29499
Bangladesh,2024-09-20,,,,29499
Bangladesh,2024-09-21,,,,29499
Bangladesh,2024-09-22,,,,29499
Bangladesh,2024-09-23,,,,29499
Bangladesh,2024-09-24,,,,29499
Bangladesh,2024-09-25,,,,29499
Bangladesh,2024-09-26,,,,29499
Bangladesh,2024-09-27,,,,29499
Bangladesh,2024-09-28,,,,29499
Bangladesh,2024-09-29,,,,29499
Bangladesh,2024-09-30,,,,29499
Bangladesh,2024-10-01,,,,29499
Bangladesh,2024-10-02,,,,29499
Bangladesh,2024-10-03,,,,29499
Bangladesh,2024-10-04,,,,29499
Bangladesh,2024-10-05,,,,29499
Bangladesh,2024-10-06,,,,29499
Bangladesh,2024-10-07,,,,29499
Bangladesh,2024-10-08,,,,29499
Bangladesh,2024-10-09,,,,29499
Bangladesh,2024-10-10,,,,29499
Bangladesh,2024-10-11,,,,29499
Bangladesh,2024-10-12,,,,29499
Bangladesh,2024-10-13,,,,29499
Bangladesh,2024-10-14,,,,29499
Bangladesh,2024-10-15,,,,29499
Bangladesh,2024-10-16,,,,29499
Bangladesh,2024-10-17,,,,29499
Bangladesh,2024-10-18,,,,29499
Bangladesh,2024-10-19,,,,29499
Bangladesh,2024-10-20,,,,29499
Bangladesh,2024-10-21,,,,29499
Bangladesh,2024-10-22,,,,29499
Bangladesh,2024-10-23,,,,29499
Bangladesh,2024-10-24,,,,29499
Bangladesh,2024-10-25,,,,29499
Bangladesh,2024-10-26,,,,29499
Bangladesh,2024-10-27,,,,29499
Bangladesh,2024-10-28,,,,29499
Bangladesh,2024-10-29,,,,29499
Bangladesh,2024-10-30,,,,29499
Bangladesh,2024-10-31,,,,29499
Bangladesh,2024-11-01,,,,29499
Bangladesh,2024-11-02,,,,29499
Bangladesh,2024-11-03,,,,29499
Bangladesh,2024-11-04,,,,29499
Bangladesh,2024-11-05,,,,29499
Bangladesh,2024-11-06,,,,29499
Bangladesh,2024-11-07,,,,29499
Bangladesh,2024-11-08,,,,29499
Bangladesh,2024-11-09,,,,29499
Bangladesh,2024-11-10,,,,29499
Bangladesh,2024-11-11,,,,29499
Bangladesh,2024-11-12,,,,29499
Bangladesh,2024-11-13,,,,29499
Bangladesh,2024-11-14,,,,29499
Bangladesh,2024-11-15,,,,29499
Bangladesh,2024-11-16,,,,29499
Bangladesh,2024-11-17,,,,29499
Bangladesh,2024-11-18,,,,29499
Bangladesh,2024-11-19,,,,29499
Bangladesh,2024-11-20,,,,29499
Bangladesh,2024-11-21,,,,29499
Bangladesh,2024-11-22,,,,29499
Bangladesh,2024-11-23,,,,29499
Bangladesh,2024-11-24,,,,29499
Bangladesh,2024-11-25,,,,29499
Bangladesh,2024-11-26,,,,29499
Bangladesh,2024-11-27,,,,29499
Bangladesh,2024-11-28,,,,29499
Bangladesh,2024-11-29,,,,29499
Bangladesh,2024-11-30,,,,29499
Bangladesh,2024-12-01,,,,29499
Bangladesh,2024-12-02,,,,29499
Bangladesh,2024-12-03,,,,29499
Bangladesh,2024-12-04,,,,29499
Bangladesh,2024-12-05,,,,29499
Bangladesh,2024-12-06,,,,29499
Bangladesh,2024-12-07,,,,29499
Bangladesh,2024-12-08,,,,29499
Bangladesh,2024-12-09,,,,29499
Bangladesh,2024-12-10,,,,29499
Bangladesh,2024-12-11,,,,29499
Bangladesh,2024-12-12,,,,29499
Bangladesh,2024-12-13,,,,29499
Bangladesh,2024-12-14,,,,29499
Bangladesh,2024-12-15,,,,29499
Bangladesh,2024-12-16,,,,29499
Bangladesh,2024-12-17,,,,29499
Bangladesh,2024-12-18,,,,29499
Bangladesh,2024-12-19,,,,29499
Bangladesh,2024-12-20,,,,29499
Bangladesh,2024-12-21,,,,29499
Bangladesh,2024-12-22,,,,29499
Bangladesh,2024-12-23,,,,29499
Bangladesh,2024-12-24,,,,29499
Bangladesh,2024-12-25,,,,29499
Bangladesh,2024-12-26,,,,29499
Bangladesh,2024-12-27,,,,29499
Bangladesh,2024-12-28,,,,29499
Bangladesh,2024-12-29,,,,29499
Bangladesh,2024-12-30,,,,29499
Bangladesh,2024-12-31,,,,29499
Bangladesh,2025-01-01,,,,29499
Bangladesh,2025-01-02,,,,29499
Bangladesh,2025-01-03,,,,29499
Bangladesh,2025-01-04,,,,29499
Bangladesh,2025-01-05,,,,29499
Bangladesh,2025-01-06,,,,29499
Bangladesh,2025-01-07,,,,29499
Bangladesh,2025-01-08,,,,29499
Bangladesh,2025-01-09,,,,29499
Bangladesh,2025-01-10,,,,29499
Bangladesh,2025-01-11,,,,29499
Bangladesh,2025-01-12,,,,29499
Bangladesh,2025-01-13,,,,29499
Bangladesh,2025-01-14,,,,29499
Bangladesh,2025-01-15,,,,29499
Bangladesh,2025-01-16,,,,29499
Bangladesh,2025-01-17,,,,29499
Bangladesh,2025-01-18,,,,29499
Bangladesh,2025-01-19,,,,29499
